CustomerId,recency,frequency,total_value
13966,435,1,390.9
13967,145,2,83.2
13968,423,1,123.7
13970,386,2,423.3
13971,18,14,333.4
13972,70,2,95.1
13973,287,1,264.7
13974,49,2,338.9
13975,31,12,446.6
13976,206,4,298.1
13977,411,1,519.8
13978,14,2,98.4
13979,73,7,488
13980,60,5,160
13981,415,1,331.1
13982,39,9,494
13984,26,12,170.7
13986,17,1,320.5
13987,379,2,341.3
13988,19,8,594.7
13989,65,5,405.2
13990,213,1,311.3
13991,12,6,142.7
13992,30,3,73.2
13994,3,6,385.5
13995,15,14,278.7
13996,386,2,447.9
13997,519,3,127.4
13998,446,3,188.9
14000,211,5,409.3
14001,45,9,503.3
14002,134,2,264.9
14003,732,1,209.4
14004,43,11,568.9
14005,9,5,574.9
14006,115,7,313.8
14007,512,1,79.5
14008,432,1,509
14009,198,3,366.6
14010,565,2,222.6
14011,480,2,228.9
14012,277,1,328.8
14013,110,5,216.9
14014,77,3,649.4
14017,571,1,229.8
14018,645,1,367.2
14019,46,3,473.9
14020,16,4,312.3
14021,155,7,245.2
14022,225,2,396.1
14023,7,2,292
14024,121,3,215.2
14025,464,8,507.2
14026,470,2,356.6
14027,60,1,104.8
14029,63,2,233.8
14033,555,1,109.4
14034,22,3,217.3
14035,28,9,317.4
14036,284,1,626.6
14037,176,6,139.5
14038,78,5,614
14039,33,2,133.6
14041,266,1,141.4
14042,725,1,432
14043,491,2,152.1
14044,26,10,312.3
14046,284,1,155
14047,8,14,303.9
14048,305,3,249.6
14050,31,2,373.2
14052,19,2,240.4
14053,124,4,143.1
14054,65,1,92.5
14055,106,3,507
14058,462,2,234.6
14059,266,1,183.6
14061,507,3,305.8
14064,29,15,222.2
14065,389,3,297
14066,266,1,152.6
14067,63,2,187.3
14068,320,4,382.1
14069,514,2,115
14070,684,1,326.6
14071,3,8,179.9
14072,666,1,390.9
14073,32,1,151
14074,623,1,219.4
14075,4,6,289.1
14076,129,1,122.5
14077,40,6,102.5
14078,101,9,188.1
14079,124,2,309.4
14080,32,5,223.1
14081,302,10,537
14082,364,2,206.7
14083,4,11,127.9
14084,512,1,150.5
14086,462,1,40
14087,2,3,282.1
14089,56,1,161
14090,324,1,76.3
14093,12,1,442.9
14094,439,1,335.2
14095,722,1,3
14097,481,2,211.4
14098,36,1,147.3
14100,137,1,194.9
14101,73,13,766.3
14102,5,5,272.1
14104,154,5,154.3
14106,737,1,214.8
14107,51,11,443.4
14108,30,4,261.2
14109,72,1,144.2
14111,14,4,173.2
14112,22,13,448.8
14114,273,7,194.9
14115,501,2,311.3
14116,19,5,276.5
14117,143,1,90
14118,428,1,458.4
14119,375,2,91.7
14121,3,4,695
14122,406,3,120.8
14123,733,1,436.2
14124,84,1,419.6
14126,7,4,293.1
14127,122,6,316.7
14128,60,3,308.1
14129,1,9,287.9
14130,319,4,470.7
14131,648,1,187.9
14132,2,11,326
14133,129,4,227.8
14134,382,15,741.6
14136,400,5,314.2
14137,695,1,332.7
14138,1,2,491.2
14139,46,4,271.7
14140,3,2,467.5
14141,2,4,228.8
14142,373,2,491.6
14143,133,1,115.8
14144,486,1,30.6
14147,78,9,287.8
14148,233,2,233.1
14149,220,1,446.6
14150,35,2,329.3
14151,673,2,339.7
14152,75,7,285.3
14153,483,1,233.4
14155,266,1,118.8
14157,19,5,200.6
14158,40,1,507.7
14161,215,7,474.1
14162,173,2,144.7
14163,87,5,518.9
14165,275,1,122.5
14166,505,2,128.4
14167,39,8,162.1
14168,420,2,185.2
14169,430,2,312.2
14170,375,3,199.1
14171,98,2,249.4
14172,605,3,134.2
14173,10,6,97.7
14174,33,1,134.5
14176,297,5,183.2
14177,86,13,171.5
14178,8,7,231.6
14179,40,2,359.9
14181,410,2,155.3
14182,443,4,169.7
14183,411,2,143.1
14184,66,1,452.9
14185,331,1,197.7
14186,427,5,310.1
14187,473,1,123.5
14188,30,6,342.4
14190,666,1,79.9
14191,1,15,321.2
14192,388,1,293.7
14193,67,3,403.4
14195,201,6,435.9
14196,106,1,335.5
14197,410,1,390
14198,18,9,174.4
14199,218,4,272.9
14200,617,1,379.2
14201,60,10,119.4
14202,381,3,282.6
14203,397,1,339.3
14204,2,4,265.7
14205,16,9,268.2
14206,239,3,395
14207,687,1,157.8
14208,94,2,283.5
14209,10,15,332.9
14214,30,5,200.9
14215,11,9,379.6
14216,3,5,430
14218,42,1,169.5
14219,4,3,211.3
14220,247,4,378.8
14222,177,1,683.2
14223,92,3,330.4
14224,110,9,210.9
14225,434,4,509.3
14226,28,6,500.4
14227,26,15,424.6
14228,437,3,248.5
14229,51,7,370.6
14230,435,3,326.6
14231,183,4,308.9
14232,42,5,409.6
14233,49,7,414.9
14234,22,4,193.9
14235,75,9,524.2
14236,80,5,348.9
14237,373,2,316.1
14238,326,3,144.7
14240,30,3,415.8
14241,183,2,166.8
14242,234,2,140.3
14244,660,1,366.4
14246,110,3,491.4
14247,278,5,154.5
14248,318,3,344.3
14249,410,12,468.8
14250,7,3,634.7
14251,1,5,575.9
14252,381,1,351
14253,493,2,181.7
14254,432,1,601
14256,260,5,494.8
14257,64,9,661.6
14259,141,1,120
14260,471,3,274.8
14261,50,2,581.7
14262,8,8,327.3
14263,423,1,322.9
14264,154,6,252.9
14266,428,1,40.6
14267,162,3,505.4
14268,470,1,354.9
14269,439,1,295.7
14270,331,1,492.7
14271,225,2,109.6
14272,73,4,230.2
14273,51,4,140
14274,686,1,256.6
14275,395,6,198.2
14276,98,7,300.4
14278,409,1,205.8
14279,520,2,95.9
14280,196,1,134
14281,408,1,245.2
14283,463,4,157.1
14284,30,3,433.2
14285,21,8,410.6
14287,8,3,58.9
14288,213,1,426.6
14289,8,6,151.9
14290,11,8,564.6
14293,3,9,363.1
14294,407,1,375.3
14295,40,5,472.6
14296,421,2,228.2
14297,17,4,326.3
14300,18,1,43.2
14301,117,4,498
14302,430,3,247.6
14303,407,2,139
14304,222,3,575
14305,71,3,619.7
14306,51,6,525.2
14307,88,10,507.1
14308,549,2,573.5
14309,8,11,343.7
14310,432,1,492.1
14311,242,2,258.2
14312,46,11,280.9
14314,106,2,114.9
14315,44,8,399.7
14316,422,5,274.1
14317,64,1,508.6
14318,460,1,158
14319,424,1,494.9
14320,206,5,269.4
14321,10,7,316.9
14322,429,4,118.5
14323,114,2,302.5
14324,409,2,350.8
14325,569,1,245.5
14326,242,3,313.7
14327,163,6,315.8
14328,438,1,445
14329,17,15,661.8
14330,623,1,200.6
14331,124,2,231.3
14332,22,5,388.7
14333,67,1,415.2
14334,16,12,359.9
14335,16,2,234.1
14336,16,4,403.7
14338,161,3,309.4
14339,242,2,310.1
14340,218,1,134.7
14342,21,6,153.1
14343,421,4,272.2
14345,38,1,109
14346,120,5,463.1
14347,736,1,82.6
14348,260,1,409.6
14349,10,1,133.5
14350,274,3,324
14351,164,1,51
14352,157,4,269.7
14353,215,3,125.5
14354,5,2,81.8
14355,365,3,338.2
14356,79,2,350.6
14357,43,1,225.8
14358,389,2,200
14359,19,3,304.1
14360,31,4,532.1
14361,578,1,214.7
14362,22,1,161.2
14363,402,2,113.7
14364,108,8,464.7
14365,394,2,317.3
14366,525,1,136
14368,319,1,155
14369,642,2,234.6
14370,450,6,196
14371,295,1,100.5
14372,443,2,430
14373,358,1,76.6
14374,541,1,108
14375,185,3,377.7
14376,683,1,215.5
14377,191,2,308.5
14378,621,1,131.2
14379,44,4,317.2
14380,682,1,49
14381,52,2,315.7
14382,26,2,623.4
14383,38,3,415.9
14384,500,1,58.5
14385,9,3,67.4
14386,296,1,142.4
14387,32,3,590.2
14389,65,5,379.6
14390,10,13,492.3
14391,576,1,135.6
14392,432,1,266.4
14393,218,1,68
14394,564,1,93.8
14396,65,7,303.1
14398,401,2,353.9
14399,394,8,264.1
14400,149,3,577.5
14402,652,1,285.6
14403,130,6,313.4
14404,33,13,223
14405,386,1,195
14406,119,1,156.8
14407,107,6,359.6
14408,10,11,373.6
14409,71,9,417.3
14410,92,11,241
14412,42,3,475.4
14413,362,4,192.6
14414,91,8,299.9
14416,22,2,245.1
14417,387,1,604.2
14418,3,3,645.8
14419,10,7,180.1
14420,99,4,409.8
14421,57,6,411.6
14423,218,3,305.5
14424,17,1,322.1
14425,434,3,220.5
14427,50,4,315.9
14428,7,5,249
14429,403,1,516.3
14430,511,3,407
14431,302,4,653.5
14432,9,6,375.9
14433,465,1,289.6
14434,21,6,228.8
14435,501,1,90.4
14436,98,2,135.8
14437,365,5,191.8
14438,306,1,131.9
14440,8,13,510.7
14441,0,11,419.2
14443,53,5,477.3
14444,456,1,132
14445,455,1,221.7
14446,0,5,248.3
14447,18,6,285.3
14448,9,2,187.7
14449,18,8,310.4
14450,180,7,161.2
14451,60,12,275.7
14452,10,4,166.4
14453,190,1,119.9
14454,376,5,195.5
14455,432,4,157.1
14456,5,9,340.3
14457,310,1,113.6
14458,380,1,237.4
14460,110,9,121.5
14461,148,13,516.4
14462,66,12,189.2
14463,98,4,196.6
14464,568,2,55.5
14465,246,11,358.7
14466,29,13,357.5
14467,17,12,185.1
14468,733,1,204.2
14469,416,4,528.1
14470,11,3,237.3
14471,591,2,200.5
14472,103,9,247.6
14473,74,2,117.2
14474,46,2,639
14475,71,4,287.8
14476,257,1,215.7
14477,19,7,281.4
14478,382,4,319.2
14479,253,4,324.8
14480,11,4,324.9
14481,164,5,462.3
14482,18,12,363.2
14483,281,2,128.6
14484,50,4,267.7
14485,38,1,165.8
14486,511,2,87.8
14487,26,7,207.7
14489,207,4,393.7
14490,406,2,636.7
14491,175,2,234.1
14492,430,7,274.6
14493,7,10,513
14494,25,3,133.8
14495,50,3,58.3
14496,311,7,381.2
14497,309,2,348.5
14498,42,10,391.1
14499,26,7,305.6
14500,88,3,119
14501,183,2,125.6
14502,19,11,224.6
14503,3,6,590.5
14504,47,4,168.3
14506,17,7,470.1
14507,23,11,298.6
14508,22,5,175
14509,534,1,111
14510,375,3,335.8
14511,11,5,263
14512,187,7,174.8
14513,100,6,131.3
14514,61,9,511
14515,17,12,312.4
14516,516,1,163.9
14517,33,2,165.2
14518,64,1,174.4
14519,683,2,103
14520,1,2,135.3
14521,491,1,199.5
14522,24,8,219.8
14523,108,1,241.1
14524,31,13,225.7
14526,389,1,262.4
14528,37,1,364.2
14529,60,3,206.7
14531,479,1,376.3
14532,236,11,350.8
14533,24,11,315.1
14535,60,9,670.1
14536,259,1,171.8
14537,57,2,320.7
14538,64,5,274.2
14539,15,2,268.7
14540,9,11,345
14541,58,14,178.5
14542,185,1,103.2
14545,674,1,349.2
14546,5,11,472.5
14547,3,8,500.9
14548,150,9,291.9
14549,311,4,229.1
14550,10,4,338.3
14551,18,7,125.7
14552,151,3,170.4
14553,19,9,204.6
14554,10,4,595.3
14555,57,6,385.9
14556,596,3,278.4
14558,654,3,218.5
14559,390,1,75.6
14561,75,3,360.3
14563,509,2,339.7
14565,95,5,771.8
14567,56,2,765.2
14569,1,4,149.7
14570,280,3,204.6
14571,425,1,161.7
14572,3,11,510.5
14573,179,13,201.6
14574,732,1,143.7
14575,488,1,460.7
14576,372,1,70.8
14577,12,7,196.3
14578,3,1,168.6
14579,432,1,105.6
14580,518,1,14.9
14581,16,2,216.9
14582,40,1,114.1
14583,5,8,222.6
14584,169,8,218.5
14585,50,5,228.7
14586,276,1,237.4
14587,18,9,177.9
14588,578,1,135.4
14589,371,1,79.5
14591,15,4,361.8
14592,35,3,190.2
14593,21,12,309.3
14594,7,2,317.4
14595,19,8,270.6
14596,626,1,229.5
14597,11,6,366.9
14598,44,2,192
14599,390,2,237.3
14600,305,2,432.6
14601,10,1,214
14602,656,1,205.4
14603,274,1,660
14604,633,1,143.9
14605,374,4,234.3
14608,4,11,304.8
14609,72,10,148.6
14610,395,2,12.2
14611,443,2,302.2
14613,680,1,76.3
14614,386,1,295.1
14615,394,5,190.4
14616,242,5,105.6
14617,402,2,95.2
14618,9,7,191.8
14619,245,2,645.6
14620,205,2,206.4
14621,1,9,333.4
14622,184,1,320.6
14623,32,10,206
14624,57,6,135.7
14625,196,11,408.9
14626,23,11,491.9
14627,379,1,462.8
14628,91,5,399.6
14629,4,2,479.5
14630,484,1,338.6
14631,50,6,337.6
14632,262,1,114.6
14633,266,1,344.9
14634,437,4,531.1
14635,453,1,215.2
14636,36,2,304.9
14637,677,1,106.7
14638,50,1,443.6
14639,52,9,553.2
14640,24,10,366.7
14641,21,1,110.5
14642,58,1,96.1
14643,170,5,336
14644,67,7,321.1
14645,156,3,292.3
14647,201,2,260
14648,416,15,303.1
14649,4,9,419.5
14650,589,1,62.5
14651,67,9,226
14652,77,1,114.2
14653,1,12,301.2
14654,738,1,246.9
14655,8,7,554.1
14656,169,5,162.9
14657,17,6,243.5
14658,5,2,123.6
14659,8,9,281.1
14660,86,2,142.9
14661,26,1,108
14662,28,7,202.3
14663,430,2,245.3
14664,19,2,318.9
14665,60,7,392.8
14666,24,1,195.2
14668,445,1,111.6
14669,241,7,463.4
14670,280,3,200.7
14671,549,2,563.7
14672,234,4,278.3
14673,3,7,487.3
14674,509,1,173.7
14675,16,2,533.5
14676,31,12,696.4
14677,592,1,184.9
14678,579,1,403.4
14679,381,3,429.8
14681,71,6,145.9
14682,187,6,252.5
14683,588,1,146.6
14684,25,6,244.8
14685,576,8,577.5
14686,414,5,177.2
14687,106,3,467.4
14689,208,1,112.8
14690,44,4,198.6
14691,30,5,422.9
14692,137,12,145.4
14693,264,7,166.5
14694,617,1,244.3
14695,519,3,540
14696,4,8,346
14697,218,2,94.3
14698,1,5,250.2
14699,214,4,175.7
14700,32,5,623.3
14701,10,15,304.1
14703,14,1,318.2
14704,11,11,164.9
14705,198,1,179
14706,618,1,390.7
14707,435,2,69.6
14708,2,5,442.5
14710,14,13,147.9
14711,10,11,260.8
14712,29,4,332
14714,24,4,226.6
14715,24,8,230.1
14716,43,3,188.5
14717,733,1,81.3
14718,410,1,226.4
14719,1,5,320.4
14720,5,3,221.3
14721,379,1,115.8
14722,147,3,171.1
14723,10,11,190.3
14724,590,1,345.2
14725,24,4,328.8
14726,654,1,124.8
14727,274,3,156
14728,413,1,190.6
14729,373,3,302.5
14730,1,8,250.6
14731,47,3,126.7
14734,425,4,264.1
14736,485,2,200.5
14738,42,9,202.4
14740,197,11,378.3
14741,11,7,271.1
14742,435,1,579.9
14743,592,1,50.5
14744,16,14,277.5
14745,112,12,214.3
14746,406,4,148.4
14747,249,1,328.2
14748,29,10,315.2
14749,479,1,310.1
14750,736,1,112
14751,684,2,63.2
14752,43,1,389.6
14753,87,2,434.8
14754,44,6,258.4
14757,75,1,420.5
14758,144,7,409.3
14759,4,3,542
14760,297,1,89.2
14761,58,3,149.3
14762,263,2,208.8
14764,46,1,278.3
14765,29,3,84.7
14766,8,11,596
14767,474,1,382.8
14768,17,2,96.3
14770,232,8,454.7
14771,621,2,297.3
14772,112,1,139.3
14773,592,1,140.6
14774,528,1,241.4
14775,58,3,472.8
14776,51,15,247.2
14777,403,1,307.6
14778,127,2,365.4
14779,280,3,128.7
14780,54,2,223.8
14782,319,1,200.1
14783,659,1,307.3
14784,26,3,150
14785,10,2,38.7
14786,550,1,91
14787,471,1,110.7
14788,7,3,385.4
14789,28,1,197.6
14790,16,10,252.7
14791,606,1,303.6
14792,63,1,6.2
14793,21,2,313
14794,2,10,195.4
14795,166,1,131.5
14797,507,1,300.3
14798,52,8,90.5
14799,51,2,169.1
14801,61,1,193.1
14802,438,2,751.5
14803,162,3,281.8
14804,8,1,353.3
14805,15,7,157.8
14806,75,2,151.7
14807,390,2,259.6
14808,39,8,342.6
14809,621,2,343.4
14810,40,13,195.2
14811,387,1,170.5
14812,598,1,185.8
14813,369,4,272.7
14814,581,1,160.5
14815,36,2,389.2
14816,197,1,271.9
14817,200,7,565.7
14818,73,6,195.1
14819,64,4,117.5
14820,21,9,141.6
14821,366,7,183.8
14822,485,1,157.7
14823,180,3,107.1
14824,10,10,402.3
14826,581,2,192.6
14828,196,13,756.9
14829,29,7,241.8
14830,53,1,197.1
14831,680,3,558.9
14832,630,1,322.7
14833,498,1,94.8
14834,17,7,315.2
14835,528,2,148.5
14836,10,3,34.1
14837,89,9,384.5
14838,423,2,386.8
14839,418,3,305.1
14840,267,2,181.4
14841,53,14,511.6
14842,43,4,706.2
14843,436,1,211.8
14844,63,10,670.2
14845,599,1,150
14846,427,1,437.4
14847,148,3,449.7
14848,404,1,310.6
14850,311,7,256.3
14851,23,3,276.5
14853,24,5,275.4
14854,78,11,393
14856,36,3,437.1
14857,59,7,521.7
14858,505,1,180.8
14859,12,5,341.1
14860,19,1,170.3
14861,52,10,138.1
14862,25,2,420.6
14863,29,1,266.8
14865,7,4,32.4
14868,3,12,348.7
14869,8,6,467.4
14870,261,6,306.5
14871,3,9,139.9
14872,483,3,272.2
14873,210,2,427.1
14874,535,1,116.2
14876,521,2,128.3
14877,418,2,218.5
14879,684,1,185.1
14880,77,3,235.4
14881,19,1,255.4
14882,26,14,259.2
14883,18,6,126.9
14884,669,1,120.6
14885,131,3,532.7
14886,252,1,364.8
14888,207,1,369.2
14889,336,1,135.9
14890,253,3,272.4
14891,148,4,276.7
14892,690,1,202.4
14893,9,3,603.2
14894,85,3,497.6
14896,204,8,261.6
14897,7,8,392.6
14898,23,14,250.6
14900,522,1,13.9
14901,11,12,190.8
14902,25,3,345.2
14903,21,5,562.1
14904,2,4,410.2
14905,157,8,246.4
14906,445,1,68.4
14908,74,2,190.9
14909,437,3,468.2
14910,2,4,108.6
14912,16,6,314.9
14913,35,8,509.1
14915,91,11,164.7
14916,70,8,380.4
14917,596,2,561.9
14918,115,9,661.8
14919,539,1,359.4
14920,212,3,535.7
14921,30,2,658
14922,393,2,421.9
14923,50,1,749.1
14924,245,3,310.3
14926,381,2,179.7
14927,396,1,308.2
14928,627,1,223.9
14929,32,2,418.3
14940,417,2,265.7
14941,578,1,182.1
14942,401,4,186.6
14943,663,1,107.6
14945,413,1,179.4
14946,14,1,100.9
14947,72,6,175
14948,23,6,183.7
14949,469,4,128.8
14950,19,1,371.2
14951,79,1,311.7
14953,25,4,253.4
14954,12,2,251.7
14955,732,1,163.8
14957,253,2,166.6
14958,147,6,159.7
14959,64,4,173.9
14960,8,2,110.6
14962,270,4,91.7
14963,9,12,263.7
14964,247,1,206.2
14965,96,2,299.5
14966,14,6,186
14967,49,6,330.4
14968,30,2,252.5
14970,68,12,409.9
14971,35,3,372.2
14972,128,2,72.5
14973,107,3,438.2
14974,37,1,114.4
14975,57,2,236.2
14976,57,7,113
14977,725,1,31.9
14978,72,10,314.2
14979,735,1,439.5
14980,737,1,150.7
14981,246,2,186.5
14982,572,1,237.8
14983,689,1,183.2
14984,19,6,211.9
14985,198,2,148.4
14986,376,2,283.4
14987,15,8,214.2
14988,211,7,295.2
14989,661,1,342.4
14990,612,2,152.7
14991,430,1,314.7
14992,442,1,210.5
14993,563,1,36.1
14994,382,5,192.1
14995,38,2,116.6
14996,481,2,221.1
14997,46,4,194.2
14998,170,4,192.7
14999,592,1,129.5
15000,47,1,490.5
15001,394,2,115.4
15002,115,9,535.3
15003,473,6,176.8
15006,51,2,412.6
15007,159,1,156.9
15008,480,2,180
15009,12,3,420.6
15010,35,1,308.9
15011,395,2,208.3
15012,53,3,286.9
15013,487,10,164.1
15014,43,2,130.1
15015,501,13,181.9
15016,172,5,126.1
15017,33,1,125.6
15018,38,3,202.5
15019,266,1,266
15020,379,1,203.4
15021,8,12,232
15022,11,5,237.2
15025,33,2,506.5
15026,80,5,212.3
15027,30,10,319.6
15028,8,6,193
15029,619,1,365.1
15030,71,8,247.5
15031,4,14,225.5
15033,4,10,258.7
15034,15,14,593.8
15035,89,1,252.7
15036,72,3,155.2
15037,376,2,201.3
15038,58,9,145.5
15040,541,1,7.5
15041,170,2,147
15042,199,2,157.7
15043,31,6,479
15045,151,2,367.8
15047,269,1,343.6
15048,65,4,120.7
15049,273,1,121.2
15051,23,9,437.2
15052,319,1,215.8
15053,4,3,232.6
15054,12,2,151.1
15055,474,3,186.7
15056,520,1,133.4
15057,275,5,651.2
15060,8,4,75.8
15062,71,8,323.2
15063,213,1,370.8
15064,410,4,313.6
15065,37,5,665.4
15068,46,4,294.2
15070,372,3,281.1
15071,93,4,363.9
15072,479,1,187.5
15073,9,8,348.5
15074,105,3,522.1
15075,77,1,773
15076,172,3,482.6
15079,212,11,342.5
15080,427,2,273.1
15081,22,12,163.8
15082,668,1,93.4
15083,256,1,88.2
15084,379,2,482.6
15085,729,1,347.5
15086,564,2,109.3
15087,281,1,306.9
15088,21,2,580
15089,10,6,403.5
15090,308,1,381.3
15091,67,3,348.9
15092,215,3,258.8
15094,463,2,41.5
15095,103,10,314.2
15096,42,1,219.4
15097,4,3,302.8
15099,84,1,410.5
15100,333,7,413.5
15101,8,6,246.3
15102,530,2,277.3
15103,31,2,351.7
15104,196,2,513.7
15105,18,9,343.9
15106,17,5,284.5
15107,311,9,104.5
15109,245,3,327.7
15110,23,6,251
15111,29,5,546.2
15112,611,1,209.4
15114,30,12,283.3
15115,18,2,265.9
15116,17,4,338.2
15117,14,8,310.7
15118,134,1,244.8
15119,245,1,266.4
15120,133,1,358.8
15121,50,2,228.9
15122,114,11,408.9
15124,22,4,112.7
15126,536,2,224.7
15127,65,2,355.8
15128,60,5,356.7
15130,169,1,330.1
15131,394,1,80.3
15132,18,5,195.6
15133,127,5,361.4
15134,14,10,159.6
15135,239,2,152.8
15136,2,4,321.7
15137,520,2,411.7
15138,393,1,502.5
15139,239,2,89.5
15140,52,8,405.5
15141,457,7,198.4
15142,46,6,436.7
15143,225,2,281.8
15145,4,4,298.7
15146,164,2,663.6
15147,240,1,623.5
15148,10,1,301.3
15149,133,5,310.9
15150,17,13,692.4
15152,9,14,376
15153,31,1,329.2
15154,75,3,462.8
15155,383,1,384
15156,1,3,320.5
15157,3,5,530.8
15158,45,2,303
15160,357,4,147.3
15161,388,1,119.9
15162,731,1,312.9
15163,18,2,152.2
15164,68,9,229.9
15166,467,1,167.2
15167,320,5,331.9
15168,25,1,106.6
15169,382,2,284.6
15170,406,1,81.2
15172,8,5,324.8
15173,380,7,213.5
15174,322,2,240.7
15175,71,1,224.1
15178,260,1,40.5
15179,18,13,576.3
15180,367,3,301.5
15181,66,5,240
15182,154,11,272.6
15183,547,3,213.3
15184,29,4,172.5
15185,70,1,310.6
15186,14,5,280.6
15188,725,1,310.4
15191,463,3,196
15192,119,5,396.3
15193,60,1,499.3
15196,432,2,158.1
15197,10,6,312.9
15198,92,5,114.3
15199,59,10,312.2
15200,494,1,549
15201,87,7,263.3
15203,25,15,293.3
15204,357,1,316.6
15205,85,2,326.6
15206,10,4,105.1
15207,416,3,228
15208,1,6,161.8
15209,730,1,179
15210,225,3,392.1
15211,60,2,638.7
15212,241,2,104.1
15213,318,2,164.2
15214,1,8,207.7
15215,46,7,346.1
15216,87,2,243
15217,563,1,426.2
15219,176,2,342.7
15220,51,6,296.5
15221,366,4,616.4
15222,318,11,322.8
15223,225,5,283.6
15224,358,5,174.3
15225,234,1,409.4
15226,310,1,154.4
15227,36,9,276.5
15229,586,1,160.5
15230,239,2,214.8
15231,621,1,250.3
15232,113,2,306
15233,401,1,59.4
15234,276,1,197
15236,298,1,321
15237,1,4,353.1
15238,29,3,357.3
15239,10,2,390.3
15240,44,12,371.7
15241,66,11,277.3
15242,422,1,302
15243,74,2,463.6
15244,65,3,304
15245,134,8,576.4
15246,238,3,260.1
15247,122,3,325.4
15248,411,3,631.3
15250,640,1,60
15252,36,5,420.7
15253,16,8,256.9
15254,127,3,362.8
15255,66,9,414.4
15256,148,2,85.2
15257,283,2,343
15258,168,2,311.6
15259,512,4,295.6
15261,135,4,377
15262,323,3,139.6
15263,106,1,156.5
15264,64,2,424.2
15266,338,5,170.4
15267,22,5,343.5
15268,478,3,320.6
15269,23,3,408.5
15272,57,6,347.6
15273,599,1,229
15274,4,2,358.3
15275,37,1,615.1
15276,66,4,162.4
15277,46,2,238.2
15278,561,4,124
15279,354,5,316.1
15280,172,3,135.4
15282,570,1,348.6
15283,390,3,49.4
15284,500,1,24.8
15285,407,1,94.9
15286,49,1,240.6
15287,22,5,171.2
15288,43,10,388.3
15289,29,5,318.6
15292,201,1,180.9
15293,665,1,247.5
15294,410,1,233.3
15295,654,1,217.2
15297,10,3,214
15300,64,1,496.4
15302,730,1,308
15303,290,3,408.1
15304,60,9,102.2
15305,555,1,93.6
15306,64,9,387.2
15307,95,1,205.3
15308,274,1,310.5
15309,610,4,199.5
15312,75,12,244.2
15313,110,1,52
15314,199,3,273.5
15315,64,2,285.2
15316,326,1,165
15317,677,1,129.8
15318,3,1,312.6
15319,283,1,204.5
15320,44,1,267.1
15321,70,12,559.1
15322,85,2,695.4
15323,562,3,144.9
15324,701,1,140.2
15325,103,8,200.3
15326,333,5,340.1
15327,52,1,208.8
15328,407,1,107.2
15329,39,11,271.3
15330,32,2,357.5
15331,499,3,256
15334,156,3,117.2
15335,53,1,174
15336,401,1,240.5
15337,411,1,373
15338,677,1,283.4
15339,66,7,261.1
15340,561,1,105.5
15342,129,1,406.1
15343,87,1,364.5
15344,0,3,188
15345,45,1,393.5
15346,332,3,198.7
15347,366,4,340.9
15348,72,1,158
15349,158,2,236.9
15350,373,2,331.6
15351,12,10,373.8
15352,548,1,115
15353,254,7,453.7
15354,603,3,94.8
15355,29,2,138.5
15356,31,13,266.5
15359,662,8,22.7
15360,39,1,427.9
15361,361,4,172.3
15362,448,2,306.5
15363,372,2,502.1
15364,95,2,456.6
15365,25,13,350.5
15366,75,7,341.3
15367,57,11,461.9
15368,21,2,361.4
15369,492,11,568.3
15370,40,8,467.4
15371,662,1,59.4
15372,137,8,752.1
15374,128,2,153.7
15375,690,1,61
15376,40,3,411.1
15377,382,4,302.9
15378,462,2,123.2
15379,169,8,609.7
15380,8,11,316.3
15381,213,5,378.1
15384,169,4,506.9
15385,40,3,314
15386,186,1,394.1
15387,492,1,468.6
15388,270,1,140.5
15389,172,5,546.8
15390,396,2,608.3
15391,584,1,289.9
15392,4,7,415.9
15393,16,5,178.3
15394,9,11,480.6
15395,325,1,107.4
15396,112,2,398.2
15397,289,1,94
15398,16,2,672.8
15399,1,3,271.9
15400,92,8,162.8
15401,452,2,108.5
15402,148,6,305.1
15403,491,2,85.4
15404,375,1,257.1
15405,189,2,329.9
15406,31,4,244
15407,33,4,264.1
15408,264,1,267.2
15409,721,1,131.2
15410,84,10,468.6
15411,26,4,339.7
15412,171,1,190.5
15414,9,3,258.3
15415,313,1,572.8
15416,64,7,653.3
15417,85,1,508.8
15418,425,2,226.2
15419,24,1,135.9
15420,434,6,123.8
15421,58,10,380.5
15422,323,7,231.4
15423,38,3,89
15424,254,3,199.3
15425,400,4,486.1
15426,19,9,290.6
15427,33,3,494.4
15428,15,4,190.7
15429,26,2,198.7
15430,467,2,477.4
15431,502,1,153.2
15432,23,2,160.4
15433,213,2,266.6
15434,8,11,233.4
15435,22,1,149.3
15436,12,3,374.2
15437,262,2,196.7
15438,131,1,156.6
15439,404,4,317.3
15440,54,3,127.9
15441,396,3,418.1
15442,248,1,594
15443,1,14,369.7
15444,9,2,709.1
15445,264,2,142.2
15446,376,3,135.7
15447,330,5,98.6
15448,312,2,394.4
15449,26,3,324.8
15450,30,1,429.8
15451,434,2,116.6
15452,29,6,299.9
15453,1,7,198.3
15454,362,2,153.8
15455,597,1,38.2
15456,283,10,211.9
15457,262,1,237.1
15458,25,2,185.2
15459,417,2,101.4
15460,354,1,216.8
15461,460,2,214.8
15462,94,4,184.3
15463,29,1,126.1
15466,85,4,392.8
15467,9,3,175
15468,51,3,476.8
15469,50,3,291.4
15470,575,1,63.4
15471,2,3,438.9
15472,113,1,371.6
15473,14,8,255.8
